"transaction_id","timestamp","sender_account","receiver_account","amount","transaction_type","merchant_category","location","device_used","is_fraud","fraud_type","time_since_last_transaction","spending_deviation_score","velocity_score","geo_anomaly_score","payment_channel","ip_address","device_hash"
"T102912","2023-11-30T06:05:09.272149","ACC790335","ACC104004",14.18,"payment","entertainment","Berlin","mobile","False","",NA,-2.62,11,0.93,"card","27.210.111.221","D9532665"
"T102913","2023-05-05T06:19:26.072474","ACC496589","ACC580380",12,"payment","restaurant","Toronto","mobile","False","",NA,-0.63,14,0.59,"UPI","207.31.94.70","D4310338"
"T102914","2023-05-19T10:22:17.597860","ACC699891","ACC843692",26.58,"transfer","travel","Sydney","web","False","",NA,-0.82,7,0.89,"UPI","128.79.151.53","D8014407"
"T102915","2023-02-26T22:42:42.006496","ACC225452","ACC621615",191.49,"payment","other","Sydney","atm","False","",NA,-1.42,6,0.15,"ACH","95.154.67.55","D9045906"
"T102916","2023-03-12T16:09:34.194592","ACC197144","ACC800609",766.13,"deposit","utilities","Sydney","pos","False","",NA,0.71,2,0.66,"ACH","187.121.167.7","D9491229"
"T102917","2023-09-26T18:20:44.080926","ACC276466","ACC596978",1284.18,"deposit","retail","Sydney","atm","False","",NA,0.54,11,0.09,"ACH","111.162.218.103","D5945200"
"T102918","2023-12-30T16:56:37.922279","ACC830619","ACC560844",179.73,"deposit","travel","Dubai","web","False","",NA,0.05,3,0.7,"ACH","133.108.124.85","D6429891"
"T102919","2023-04-22T02:35:40.631745","ACC939712","ACC530091",153.25,"withdrawal","entertainment","New York","pos","False","",NA,-0.78,19,0.95,"ACH","130.174.21.88","D9593658"
"T102920","2023-12-07T08:13:19.420699","ACC583248","ACC224252",47.03,"payment","travel","London","pos","False","",NA,-0.57,20,0.2,"ACH","154.164.127.214","D6682644"
"T102921","2023-02-06T16:21:45.849625","ACC642423","ACC554681",619.78,"deposit","utilities","Dubai","pos","False","",NA,0.61,13,0.08,"wire_transfer","51.219.5.163","D5575224"
"T102922","2023-03-30T13:13:34.903815","ACC815079","ACC120802",90.36,"payment","utilities","Dubai","pos","False","",NA,1.08,16,0,"card","191.122.39.89","D2812228"
"T102923","2023-06-16T04:02:38.231542","ACC954905","ACC903095",13.14,"transfer","retail","Dubai","pos","False","",NA,1.11,20,0.43,"ACH","72.26.139.45","D8214754"
"T102924","2023-03-04T04:36:02.858265","ACC168350","ACC745776",1596.09,"deposit","online","Singapore","pos","False","",NA,-0.1,13,0.69,"wire_transfer","251.132.7.59","D3412905"
"T102925","2023-08-22T09:31:10.679462","ACC358749","ACC226544",80.12,"payment","restaurant","Toronto","mobile","False","",NA,-2.34,13,0.84,"wire_transfer","222.57.151.119","D5560942"
"T102926","2023-01-19T15:02:22.718245","ACC588696","ACC231806",250.76,"payment","other","Toronto","atm","False","",NA,-1.72,2,0.58,"wire_transfer","45.132.66.182","D2036980"
"T102927","2023-08-14T12:38:53.340769","ACC306172","ACC528537",1119.07,"deposit","utilities","Toronto","atm","False","",NA,0.68,17,0.76,"ACH","95.97.59.107","D3492573"
"T102928","2023-08-15T00:25:15.680380","ACC609809","ACC636600",610.13,"withdrawal","grocery","Berlin","atm","False","",NA,-0.35,20,0.46,"wire_transfer","238.209.126.185","D9586816"
"T102929","2023-12-07T19:04:16.445367","ACC939746","ACC789460",323.36,"withdrawal","entertainment","Toronto","atm","False","",NA,-0.32,16,0.69,"ACH","100.215.207.90","D9432060"
"T102930","2023-07-01T14:33:30.777032","ACC583874","ACC951853",1092.01,"deposit","online","Toronto","web","False","",NA,-0.74,7,0.61,"wire_transfer","189.24.217.172","D9431436"
"T102931","2023-10-12T07:08:15.229290","ACC736398","ACC376477",118.27,"payment","utilities","New York","pos","False","",NA,-0.51,17,0.33,"ACH","141.62.228.104","D6019793"
"T102932","2023-11-30T02:23:06.016097","ACC427398","ACC693465",1251.35,"deposit","grocery","Tokyo","mobile","False","",NA,-0.02,2,0.58,"wire_transfer","236.199.75.159","D3392521"
"T102933","2023-07-21T07:09:12.450213","ACC618650","ACC374413",540.47,"deposit","grocery","New York","atm","False","",NA,1.6,16,0.64,"ACH","238.10.102.188","D5219261"
"T102934","2023-12-03T16:06:54.887044","ACC498836","ACC953022",253.2,"withdrawal","retail","Singapore","pos","False","",NA,-0.64,1,0.58,"UPI","202.181.50.144","D1387789"
"T102935","2023-06-28T06:57:04.080067","ACC394115","ACC943837",137.06,"payment","travel","Toronto","mobile","False","",NA,1.34,4,0.71,"wire_transfer","32.255.25.78","D3542507"
"T102936","2023-02-21T13:01:34.549724","ACC250510","ACC962899",26.06,"transfer","travel","Berlin","mobile","False","",NA,0.66,2,0.06,"card","47.155.225.131","D8478726"
"T102937","2023-03-07T04:00:18.951310","ACC157476","ACC842699",13.93,"transfer","restaurant","Toronto","web","False","",NA,1.38,16,0.5,"ACH","14.129.253.176","D9054559"
"T102938","2023-09-14T16:41:01.846691","ACC428527","ACC495044",15.26,"transfer","grocery","Tokyo","pos","False","",NA,0.62,8,0.78,"ACH","157.212.175.33","D1705364"
"T102939","2023-03-17T23:51:58.947031","ACC688726","ACC309537",750.87,"deposit","entertainment","Sydney","mobile","False","",NA,1.75,2,0.12,"ACH","25.207.130.134","D1688206"
"T102940","2023-03-16T07:47:40.779317","ACC880424","ACC693461",149.87,"withdrawal","grocery","London","pos","False","",NA,-0.09,7,0.2,"UPI","119.21.232.56","D3547783"
"T102941","2023-10-31T19:01:50.481429","ACC755940","ACC991968",525.7,"withdrawal","travel","Dubai","mobile","False","",NA,-1.4,7,0.57,"UPI","112.34.192.236","D9741384"
"T102942","2023-02-11T12:11:01.223596","ACC793545","ACC944714",1100.75,"deposit","retail","Tokyo","web","False","",NA,2.61,16,0.91,"ACH","71.182.230.162","D5022689"
"T102943","2023-10-14T02:16:27.782197","ACC424648","ACC383568",523.04,"deposit","travel","Berlin","atm","False","",NA,-2.23,15,0.69,"wire_transfer","200.127.200.83","D6136594"
"T102944","2023-10-23T12:31:42.984862","ACC264427","ACC342789",43.34,"transfer","entertainment","New York","web","False","",NA,-0.91,3,0.26,"card","5.22.12.97","D7127322"
"T102945","2023-10-08T03:50:17.462780","ACC646509","ACC494587",253.32,"withdrawal","restaurant","Berlin","mobile","False","",NA,0.14,13,0.85,"card","246.115.112.109","D9719107"
"T102946","2023-03-09T18:34:06.916627","ACC435503","ACC959870",0.01,"withdrawal","grocery","New York","web","False","",NA,-0.88,20,0.57,"wire_transfer","87.120.185.176","D6556614"
"T102947","2023-09-27T18:19:47.352937","ACC176993","ACC101693",1620.42,"deposit","restaurant","Sydney","atm","False","",NA,-0.46,18,0.85,"wire_transfer","251.72.2.228","D5547048"
"T102948","2023-01-21T21:49:09.814778","ACC937327","ACC863169",8.67,"payment","retail","Berlin","web","False","",NA,1.16,15,0.33,"ACH","27.68.176.128","D9885504"
"T102949","2023-03-30T02:03:24.400789","ACC127319","ACC318946",600.04,"withdrawal","retail","Sydney","mobile","False","",NA,0.87,8,0.64,"card","67.34.28.76","D8614882"
"T102950","2023-03-05T07:32:49.681908","ACC957260","ACC973054",1.55,"payment","restaurant","Toronto","mobile","False","",NA,-1.01,2,0.49,"ACH","218.108.106.11","D4031355"
"T102951","2023-02-27T22:14:25.617535","ACC589642","ACC505930",62.43,"payment","online","Tokyo","mobile","False","",NA,0.47,16,0.29,"ACH","82.50.106.109","D6081732"
"T102952","2023-05-14T22:19:59.199542","ACC464506","ACC689003",233.68,"withdrawal","restaurant","Dubai","atm","False","",NA,0.71,6,0.6,"UPI","166.16.155.152","D2259721"
"T102953","2023-10-02T15:11:00.793501","ACC482184","ACC318146",163.72,"payment","online","Berlin","pos","False","",NA,1.11,12,0.96,"ACH","149.181.219.159","D9350187"
"T102954","2023-06-10T05:50:20.321926","ACC475497","ACC796289",14.43,"transfer","other","Singapore","mobile","False","",NA,0.76,12,0.94,"wire_transfer","26.202.237.211","D5698471"
"T102955","2023-11-12T13:19:02.672139","ACC204265","ACC492226",1626.21,"deposit","restaurant","Tokyo","atm","False","",NA,0.69,17,0.46,"UPI","158.84.217.134","D7340176"
"T102956","2023-12-17T02:03:51.956650","ACC747317","ACC474456",1340.79,"deposit","retail","Sydney","pos","False","",NA,0.82,13,0.22,"UPI","93.190.16.151","D2714811"
"T102957","2023-06-02T23:33:36.721572","ACC446281","ACC100061",512.54,"withdrawal","retail","Tokyo","web","False","",NA,-1.3,6,0.11,"wire_transfer","114.6.89.144","D5453586"
"T102958","2023-09-13T23:28:13.104104","ACC982796","ACC240944",193.15,"payment","online","Berlin","atm","False","",NA,0.63,15,0.26,"card","241.46.161.49","D3207105"
"T102959","2023-09-04T00:49:37.833536","ACC389195","ACC487661",533.32,"withdrawal","restaurant","Berlin","web","False","",NA,-0.54,17,0.86,"wire_transfer","150.34.221.177","D4738647"
"T102960","2023-12-12T09:20:06.914074","ACC779206","ACC729195",12.56,"transfer","entertainment","Tokyo","pos","False","",NA,2.71,19,0.69,"wire_transfer","33.45.254.154","D8675783"
"T102961","2023-04-02T02:59:21.714992","ACC228450","ACC183424",2.83,"transfer","online","Berlin","web","False","",NA,1.47,1,0.56,"UPI","49.27.161.1","D5728388"
"T102962","2023-09-03T21:35:50.856724","ACC734561","ACC888441",181.14,"payment","travel","Singapore","atm","False","",NA,1.54,20,0.49,"card","106.134.148.183","D5572662"
"T102963","2023-03-03T07:56:28.030486","ACC850870","ACC414245",220.11,"withdrawal","retail","Sydney","mobile","False","",NA,0.27,18,0.63,"ACH","208.164.138.18","D8804996"
"T102964","2023-07-19T22:22:56.992898","ACC440191","ACC444929",176.19,"deposit","restaurant","Sydney","mobile","False","",NA,0.51,2,0.57,"wire_transfer","234.189.229.238","D1037367"
"T102965","2023-12-26T02:59:21.676704","ACC968639","ACC922075",34.76,"payment","retail","Dubai","mobile","False","",NA,-0.02,19,0.28,"UPI","108.186.51.87","D5404929"
"T102966","2023-10-16T09:27:07.329504","ACC314936","ACC498330",30.94,"transfer","restaurant","Toronto","web","False","",NA,-0.35,14,0.58,"UPI","67.69.212.56","D7284551"
"T102967","2023-05-23T17:41:24.296938","ACC804001","ACC364060",1208.65,"deposit","online","New York","web","False","",NA,0.08,14,0.12,"UPI","5.86.115.181","D2291133"
"T102968","2023-08-29T04:16:08.475202","ACC754217","ACC899856",10.11,"transfer","restaurant","Dubai","mobile","False","",NA,1.07,9,0.6,"wire_transfer","99.177.216.102","D4431234"
"T102969","2023-06-24T17:30:14.217764","ACC636782","ACC828750",75.4,"transfer","travel","Berlin","pos","False","",NA,-0.34,1,0.11,"UPI","45.44.61.118","D4919984"
"T102970","2023-10-19T11:13:05.040138","ACC441626","ACC800974",257.69,"withdrawal","utilities","Berlin","mobile","False","",NA,0.07,15,0.01,"wire_transfer","238.50.74.250","D9442696"
"T102971","2023-06-27T21:00:10.660216","ACC536479","ACC351647",364.31,"withdrawal","other","New York","mobile","False","",NA,0.8,6,0.17,"ACH","25.72.92.27","D6121026"
"T102972","2023-04-14T06:40:00.792583","ACC790811","ACC953667",393.75,"withdrawal","restaurant","London","pos","False","",NA,-0.66,12,0.48,"card","17.148.72.174","D1286174"
"T102973","2023-01-07T06:10:14.214088","ACC295431","ACC636042",15.64,"transfer","entertainment","Tokyo","atm","False","",NA,0.39,16,0.04,"card","63.114.48.122","D9295063"
"T102974","2023-06-29T23:37:25.317760","ACC319794","ACC369950",1597.03,"deposit","utilities","New York","atm","False","",NA,-0.8,3,0.5,"UPI","114.125.177.58","D4903089"
"T102975","2023-05-30T07:30:38.474124","ACC896979","ACC270135",495.14,"deposit","travel","Toronto","web","False","",NA,-0.4,20,0.42,"UPI","188.147.206.89","D2364544"
"T102976","2023-02-04T07:32:33.634784","ACC109113","ACC764664",2074.17,"deposit","online","Tokyo","mobile","False","",NA,1.75,9,0.01,"ACH","193.221.145.172","D4574965"
"T102977","2023-05-23T16:31:57.868675","ACC234080","ACC221919",582.22,"withdrawal","restaurant","New York","mobile","False","",NA,-0.63,8,0.27,"card","193.167.13.67","D2386127"
"T102978","2023-11-04T22:36:25.008929","ACC399160","ACC633446",19.21,"transfer","restaurant","Sydney","atm","False","",NA,0.53,5,0.66,"UPI","28.147.250.128","D6144477"
"T102979","2023-12-29T19:40:49.908573","ACC212995","ACC569519",16.54,"transfer","online","Berlin","atm","False","",NA,0.65,9,0.81,"card","166.51.145.154","D5338511"
"T102980","2023-04-23T07:12:53.585044","ACC939871","ACC480742",91.07,"payment","grocery","London","atm","False","",NA,0.29,17,0.76,"wire_transfer","201.152.194.162","D1288139"
"T102981","2023-11-20T17:39:48.052973","ACC340477","ACC126096",23.44,"transfer","utilities","London","pos","False","",NA,0.45,5,0.08,"wire_transfer","50.114.223.255","D6708160"
"T102982","2023-04-06T10:08:27.350348","ACC745132","ACC325082",87.84,"payment","other","Singapore","web","False","",NA,-0.28,9,0.84,"UPI","83.131.59.84","D6324032"
"T102983","2023-12-21T07:14:31.233415","ACC851386","ACC313450",442.07,"withdrawal","grocery","London","web","False","",NA,-3.62,16,0.14,"wire_transfer","117.233.74.22","D8458267"
"T102984","2023-04-19T16:17:40.146295","ACC728305","ACC606479",32.58,"transfer","utilities","Singapore","mobile","False","",NA,0.45,8,0.6,"card","250.233.107.115","D7254957"
"T102985","2023-02-28T03:27:51.648399","ACC656770","ACC458058",127.08,"withdrawal","other","Toronto","atm","False","",NA,-0.58,14,0.94,"ACH","81.44.143.189","D2679301"
"T102986","2023-09-24T03:48:12.317546","ACC648739","ACC463505",1029.18,"deposit","travel","London","atm","False","",NA,-1.09,18,0.24,"ACH","69.1.210.130","D4182634"
"T102987","2023-03-15T22:09:15.078764","ACC881406","ACC787768",27.61,"transfer","restaurant","Berlin","atm","False","",NA,-0.44,7,0.28,"ACH","232.50.227.65","D1211079"
"T102988","2023-04-10T10:36:16.882399","ACC807767","ACC326188",476.85,"withdrawal","grocery","Tokyo","atm","False","",NA,1.25,2,0.87,"ACH","41.235.115.57","D7311253"
"T102989","2023-03-12T12:11:11.934041","ACC407641","ACC779416",516.44,"withdrawal","retail","Singapore","web","False","",NA,-2.35,9,0.48,"wire_transfer","122.14.248.60","D3271040"
"T102990","2023-01-31T16:59:32.257425","ACC483573","ACC619840",57,"payment","travel","New York","web","False","",NA,0.77,17,0.84,"wire_transfer","91.241.83.143","D5880139"
"T102991","2023-08-27T05:42:44.727556","ACC285054","ACC139129",65.98,"payment","online","London","atm","False","",NA,-1.04,18,0.21,"ACH","46.237.252.182","D2790819"
"T102992","2023-06-06T00:45:37.870480","ACC995977","ACC159082",1097.78,"deposit","retail","New York","atm","False","",NA,-0.06,5,0.47,"wire_transfer","199.30.59.64","D4729105"
"T102993","2023-02-05T16:23:05.895019","ACC455996","ACC984589",423.79,"payment","restaurant","London","mobile","False","",NA,0.2,1,0.22,"card","210.178.241.159","D5012357"
"T102994","2023-08-03T08:44:14.031595","ACC774129","ACC348276",34.78,"transfer","other","London","atm","False","",NA,-2,8,0.86,"wire_transfer","90.54.89.39","D9991823"
"T102995","2023-02-28T13:17:06.695589","ACC303103","ACC994722",8.16,"payment","entertainment","Toronto","mobile","False","",NA,-0.04,5,0.6,"card","16.105.44.26","D3587567"
"T102996","2023-05-20T05:29:27.119424","ACC562066","ACC125825",59.75,"transfer","retail","Dubai","pos","False","",NA,-2.18,12,0.16,"wire_transfer","78.81.166.144","D7598734"
"T102997","2023-05-04T19:11:47.044313","ACC805065","ACC392102",71.84,"payment","online","Berlin","mobile","False","",NA,-0.81,20,0.09,"UPI","189.181.27.105","D7457170"
"T102998","2023-05-04T22:44:39.088793","ACC884202","ACC994663",6.79,"transfer","entertainment","Berlin","pos","False","",NA,0.77,14,0.45,"ACH","196.64.85.209","D9083873"
"T102999","2023-05-23T22:00:11.859847","ACC418905","ACC775299",16.52,"payment","retail","Sydney","atm","False","",NA,-0.06,6,0.76,"wire_transfer","150.87.22.184","D8160068"
"T103000","2023-04-06T07:56:44.999810","ACC484010","ACC403011",68.32,"payment","retail","Dubai","atm","False","",NA,-1.38,13,0.04,"ACH","96.148.248.113","D2159218"
"T103001","2023-02-09T15:41:51.715767","ACC228829","ACC464880",128.2,"payment","restaurant","Berlin","atm","False","",NA,0.15,3,0.1,"ACH","162.143.93.130","D1081048"
"T103002","2023-02-04T02:04:50.820612","ACC809457","ACC877340",52.22,"transfer","utilities","Singapore","mobile","False","",NA,0.12,17,0.24,"UPI","189.180.114.218","D5376515"
"T103003","2023-04-28T21:12:51.304369","ACC689128","ACC570111",29.35,"transfer","other","Singapore","atm","False","",NA,-0.2,12,0.73,"ACH","82.29.155.109","D7452386"
"T103004","2023-07-14T03:31:33.399130","ACC442482","ACC523190",28.21,"transfer","other","Toronto","mobile","False","",NA,-1.42,14,0.91,"UPI","246.92.162.119","D1951719"
"T103005","2023-10-05T07:05:47.629992","ACC449753","ACC655682",71.31,"deposit","online","Singapore","atm","False","",NA,-0.2,4,0.11,"wire_transfer","113.81.145.211","D9092258"
"T103006","2023-01-27T20:12:11.221686","ACC773720","ACC690017",385.07,"withdrawal","other","Toronto","web","False","",NA,-0.44,1,0.72,"ACH","188.197.97.162","D2237134"
"T103007","2023-10-21T07:04:41.048765","ACC988414","ACC609448",6.28,"transfer","other","New York","atm","False","",NA,0.18,6,0.04,"ACH","125.192.39.113","D1337765"
"T103008","2023-01-25T03:17:18.523633","ACC946198","ACC527137",9.58,"transfer","travel","Singapore","web","False","",NA,0.31,14,0.49,"wire_transfer","7.198.113.78","D9796467"
"T103009","2023-11-23T01:56:29.204035","ACC141736","ACC174287",1164.6,"deposit","other","London","web","False","",NA,0.15,8,0.95,"card","248.14.235.51","D9875599"
"T103010","2023-04-08T02:50:01.033600","ACC719770","ACC159846",86.82,"payment","other","Berlin","pos","False","",NA,0.46,14,0.8,"ACH","73.229.176.86","D9226513"
"T103011","2023-04-24T00:27:53.951001","ACC188432","ACC145229",358.3,"deposit","online","Singapore","pos","False","",NA,-0.09,2,0,"wire_transfer","236.28.32.110","D3219040"
"T103012","2023-05-17T01:38:52.375047","ACC822533","ACC920506",89.21,"payment","online","London","mobile","False","",NA,1.02,11,0.79,"UPI","232.20.3.255","D2046228"
"T103013","2023-10-30T20:04:41.342836","ACC106470","ACC256936",388.07,"withdrawal","entertainment","London","web","False","",NA,0.68,18,0.83,"UPI","21.163.49.18","D3045053"
"T103014","2023-12-03T20:53:01.236427","ACC898353","ACC672580",465.58,"deposit","online","Berlin","atm","False","",NA,0.98,15,0.44,"card","244.33.20.56","D5724673"
"T103015","2023-08-13T03:32:56.926850","ACC185525","ACC929929",118.7,"payment","utilities","Tokyo","web","False","",NA,0.03,12,0.11,"ACH","195.131.69.168","D9503859"
"T103016","2023-08-19T11:37:50.547830","ACC553652","ACC567735",72.68,"withdrawal","travel","London","pos","False","",NA,0.39,11,0.25,"card","154.199.161.167","D1604543"
"T103017","2023-12-22T17:15:26.565235","ACC388793","ACC874710",16.75,"withdrawal","travel","Tokyo","atm","False","",NA,-0.43,17,0.05,"wire_transfer","238.176.168.1","D3862685"
"T103018","2023-04-18T18:56:15.848030","ACC782463","ACC904625",409.87,"withdrawal","online","Berlin","web","False","",NA,0.21,15,0.63,"wire_transfer","147.226.254.63","D4259728"
"T103019","2023-02-26T05:49:40.813467","ACC117440","ACC520080",1580.15,"deposit","utilities","Tokyo","mobile","False","",NA,0.45,4,0.78,"ACH","212.230.217.236","D5698872"
"T103020","2023-04-23T08:16:11.950209","ACC286527","ACC635067",318.03,"payment","retail","Singapore","web","False","",NA,1.82,10,0.61,"card","117.16.197.213","D7566729"
"T103021","2023-11-13T23:35:57.698274","ACC283117","ACC695233",395.21,"payment","retail","Tokyo","pos","False","",NA,0.52,20,0.6,"wire_transfer","21.131.252.62","D7963003"
"T103022","2023-04-20T11:46:25.607487","ACC443561","ACC369517",44.92,"transfer","grocery","Sydney","pos","False","",NA,-1.56,4,0.25,"wire_transfer","230.56.176.101","D5272595"
"T103023","2023-03-03T17:39:17.801161","ACC882636","ACC710285",61.43,"withdrawal","entertainment","Singapore","web","False","",NA,0.32,6,0.81,"ACH","193.218.164.131","D9963980"
"T103024","2023-08-19T16:35:39.502652","ACC623888","ACC419940",27.8,"transfer","online","Sydney","atm","False","",NA,-0.39,1,0.72,"wire_transfer","79.51.153.119","D7454975"
"T103025","2023-06-02T11:40:44.755489","ACC408161","ACC476547",179.99,"withdrawal","entertainment","Berlin","web","False","",NA,-0.52,10,0.79,"ACH","170.125.111.178","D7502802"
"T103026","2023-06-02T11:58:35.857728","ACC238942","ACC911799",168.16,"payment","restaurant","Singapore","atm","False","",NA,-1.12,1,0.97,"wire_transfer","113.0.57.103","D4905070"
"T103027","2023-10-24T01:00:18.464313","ACC769861","ACC515990",1701.91,"deposit","travel","Toronto","pos","False","",NA,-0.87,1,0.1,"UPI","159.45.58.40","D6974962"
"T103028","2023-10-01T22:34:01.033897","ACC213199","ACC767637",111.65,"payment","entertainment","Berlin","mobile","False","",NA,0.03,18,0.07,"wire_transfer","183.236.207.172","D1655190"
"T103029","2023-07-30T15:15:17.205294","ACC494655","ACC311804",30.95,"payment","restaurant","New York","atm","False","",NA,0.8,20,0.75,"UPI","70.61.189.32","D1645461"
"T103030","2023-08-29T01:30:06.415352","ACC683702","ACC969751",866.81,"deposit","retail","New York","atm","False","",NA,0.05,15,0.49,"wire_transfer","70.7.192.171","D7660217"
"T103031","2023-07-26T16:56:01.834767","ACC568156","ACC774488",27.51,"payment","utilities","New York","web","False","",NA,0.26,7,0.93,"UPI","201.227.213.115","D2685403"
"T103032","2023-02-02T07:24:35.234439","ACC183006","ACC882870",855.26,"deposit","other","Toronto","web","False","",NA,0.8,9,0.85,"UPI","95.221.149.68","D4703422"
"T103033","2023-01-12T17:15:38.594103","ACC802821","ACC939700",12.56,"transfer","online","London","atm","False","",NA,-0.04,17,0.73,"ACH","32.211.254.153","D3254255"
"T103034","2023-09-11T00:00:57.234593","ACC723973","ACC973576",2.77,"transfer","grocery","New York","atm","False","",NA,-0.43,18,0.79,"wire_transfer","149.250.172.68","D9527853"
"T103035","2023-12-13T21:07:30.395558","ACC940042","ACC963602",384.84,"withdrawal","grocery","Toronto","pos","False","",NA,-0.65,6,0.93,"ACH","147.174.176.151","D1442590"
"T103036","2023-09-24T02:01:07.921063","ACC258731","ACC228051",947.04,"deposit","retail","London","atm","False","",NA,1.24,16,0.45,"UPI","164.143.190.106","D1525908"
"T103037","2023-09-21T20:34:55.216434","ACC837635","ACC750060",31.68,"payment","online","Tokyo","pos","False","",NA,1.15,7,0.24,"ACH","173.123.4.16","D3144978"
"T103038","2023-08-28T19:08:34.360210","ACC468309","ACC304819",9.83,"transfer","entertainment","Toronto","pos","False","",NA,-1.78,7,0.11,"ACH","183.80.159.185","D9905932"
"T103039","2023-09-21T04:52:43.982913","ACC945888","ACC133501",454.08,"deposit","utilities","London","mobile","False","",NA,0.52,15,0.35,"card","251.121.105.186","D4290260"
"T103040","2023-05-31T11:36:13.256328","ACC972737","ACC690465",606.12,"withdrawal","travel","Toronto","mobile","False","",NA,-0.78,8,0.55,"wire_transfer","243.35.234.35","D4875205"
"T103041","2023-04-30T00:14:32.706326","ACC738131","ACC326231",8.36,"transfer","travel","New York","atm","False","",NA,0.37,18,0.9,"wire_transfer","89.169.221.81","D9118655"
"T103042","2023-03-20T06:13:10.083064","ACC924234","ACC394252",172.61,"withdrawal","utilities","London","pos","False","",NA,0,20,0.62,"card","215.243.150.78","D8920797"
"T103043","2023-06-25T20:10:15.283709","ACC429767","ACC333027",40.12,"payment","other","Tokyo","mobile","False","",NA,-0.02,12,0.04,"UPI","196.192.53.65","D6263501"
"T103044","2023-12-20T11:28:56.692038","ACC515009","ACC643148",12.74,"transfer","grocery","Sydney","mobile","False","",NA,-0.29,7,0.1,"UPI","42.44.163.195","D6330313"
"T103045","2023-04-24T22:39:40.810673","ACC278413","ACC505631",361.84,"withdrawal","travel","New York","pos","False","",NA,1.27,8,0.75,"card","209.127.86.118","D7196258"
"T103046","2023-09-28T16:48:05.337002","ACC441141","ACC280061",90.42,"withdrawal","travel","Dubai","atm","False","",NA,1.28,2,0.84,"UPI","123.224.40.148","D9575988"
"T103047","2023-04-16T22:46:45.321200","ACC384105","ACC422878",239.86,"withdrawal","retail","New York","pos","False","",NA,0.85,11,0.81,"wire_transfer","230.250.240.148","D3031820"
"T103048","2023-08-25T23:41:39.338163","ACC540515","ACC961750",12.03,"transfer","travel","Berlin","mobile","False","",NA,0.06,12,0.22,"UPI","124.221.100.20","D6578730"
"T103049","2023-06-17T04:12:21.840731","ACC585839","ACC820897",9,"payment","online","New York","pos","False","",NA,1.68,6,0.83,"card","172.11.233.195","D8175334"
"T103050","2023-06-06T06:23:24.780332","ACC703538","ACC771860",29.89,"transfer","retail","Toronto","web","False","",NA,0.27,17,0.62,"UPI","190.177.107.69","D7467475"
"T103051","2023-10-06T22:01:00.525623","ACC620568","ACC384314",611.75,"deposit","grocery","London","web","False","",NA,0.15,1,0.67,"wire_transfer","133.100.223.145","D9636865"
"T103052","2023-11-05T09:34:47.544894","ACC711390","ACC925831",84.95,"payment","retail","New York","mobile","False","",NA,-1.44,1,0.9,"card","249.54.198.110","D9911432"
"T103053","2023-11-21T00:30:45.960785","ACC721194","ACC325993",0.01,"withdrawal","other","London","mobile","False","",NA,-0.49,18,0.84,"ACH","54.244.65.49","D7934281"
"T103054","2023-05-02T11:27:14.769055","ACC988838","ACC650222",1154.82,"deposit","other","Toronto","pos","False","",NA,-0.02,2,0.97,"UPI","220.225.163.64","D3116288"
"T103055","2023-05-31T13:42:46.504876","ACC726106","ACC920695",893.14,"deposit","restaurant","Tokyo","web","False","",NA,-0.46,17,0.11,"ACH","206.223.172.41","D9178771"
"T103056","2023-12-13T07:32:20.566573","ACC181470","ACC316244",918.65,"deposit","other","Sydney","web","False","",NA,0.04,16,0.68,"card","218.93.176.175","D5144610"
"T103057","2023-12-15T04:28:42.283011","ACC791262","ACC487862",1839.27,"deposit","travel","Tokyo","atm","False","",NA,0.54,14,0.63,"UPI","172.56.196.109","D2840657"
"T103058","2023-06-16T23:28:06.940729","ACC200284","ACC904538",35.75,"transfer","grocery","Berlin","pos","False","",NA,-1.97,7,0.29,"ACH","119.170.12.96","D4383722"
"T103059","2023-04-14T09:16:31.959099","ACC848271","ACC596385",17.39,"transfer","online","Singapore","atm","False","",NA,-0.44,10,0.65,"UPI","151.219.161.155","D5243759"
"T103060","2023-07-16T19:17:20.473067","ACC640312","ACC988505",240.45,"payment","utilities","Tokyo","mobile","False","",NA,1.71,17,0.54,"ACH","250.241.143.20","D6894863"
"T103061","2023-01-22T06:48:59.774174","ACC456978","ACC169507",368.46,"withdrawal","grocery","Dubai","atm","False","",NA,-1.34,18,0.7,"card","212.165.214.219","D4676605"
"T103062","2023-07-19T10:41:42.675671","ACC407395","ACC602602",225.94,"payment","travel","Berlin","atm","False","",NA,0.84,17,0.84,"card","127.134.44.13","D8112413"
"T103063","2023-05-16T03:19:25.091795","ACC967182","ACC241915",50.26,"payment","online","Dubai","atm","False","",NA,1.42,6,0.95,"UPI","21.215.255.25","D4964635"
"T103064","2023-11-22T20:37:48.120261","ACC324396","ACC494114",134.74,"payment","other","Singapore","atm","False","",NA,0.15,18,0.25,"wire_transfer","240.62.57.95","D1922233"
"T103065","2023-11-26T12:27:27.540752","ACC803874","ACC388738",2089.28,"deposit","utilities","Toronto","web","False","",NA,-0.21,4,0.92,"UPI","248.101.69.27","D4542763"
"T103066","2023-01-30T02:28:28.891029","ACC558377","ACC516684",121.32,"payment","grocery","Dubai","atm","False","",NA,0.65,9,0.47,"card","255.239.155.179","D9398177"
"T103067","2023-08-18T08:21:17.192932","ACC615480","ACC749297",21.81,"transfer","other","Singapore","mobile","False","",NA,-0.99,10,0.87,"card","44.234.150.213","D2124683"
